SKU,Status,Title,Price,Weight,Company,Style Code,Features,Retail Price,Size,Hex Color,Color,Mill Name,Dimensions,Imprint Area,Item Number,Image,Category
B19424CE6|B19424CE5|B19424CC6|B19424CE3|B19424EL6|B19424CC5|B19424EL4|B19424EL5|B19424EL3|B19424CE4|B19424CB6|B19424CC4|B19424CB4|B19424CB5|B19424CB3|B19424CC3,TRUE,3/4 - Sleeve Henley ,18.19|0|1;15.46|2|12;13.14|13|-1;,0.29,Broder,6,"20's Mlange Heather Burnout; 50% Rayon, 50% Polyester; Yarn dyed, garment washed; Women's contemporary fit; ",36.38,,,,Alternative Drop Ship,,,B19424CE6,http://www.broderbros.com/images/bro/prodDetail/32024b2_ce_p.jpg,NEW
B050WP027|B050WP026|B050WP025|B050WP024|B050WP023|B050WP036|B050WP033|B050WP028|B050WP038|B050WP048|B050WP045|B050WP044|B050WP047|B050WP046|B050WP034|B050WP035|B050WP043|B050WP037,TRUE,32 Degrees Charger Jacket ,69.90|0|1;58.25|2|12;46.60|13|-1;,3.58,Broder,6,100% polyester; Hydro-Tech technical fabric system; Colorblock design shell with featherweight fill; Textured Therma&#174; fleece trim; Water- and wind-resistant; Detachable zippered hood; ,139.8,XL,0,RED/BLACK,Weatherproof,,,B050WP036,http://www.broderbros.com/images/bro/prodDetail/wp1001_03_p.jpg,NEW
B026CH413|9142210A7|9142210A5|9142210A4|B026CH417|B026CH416|B026CH415|B026CH414|B026CH419|B026CH418|9142210A9|9142210A8|B026CH213|B026CH215|B026CH214|B026CH217|B026CH216|B026CH219|B026CH218|9142299A7|B026CH133|B026CH134|B026CH135|B026CH136|B026CH137|B026CH138|B026CH139|9142299A8|9142299A9|9142299A5|9142299A4|9142219A8|9142219A9|9142299A3|9142219A3|9142219A6|9142219A7|9142219A4|9142219A5|B026CH738|B026CH739|9142299A6|B026CH733|9142210A3|B026CH736|B026CH737|B026CH734|B026CH735|9142215A6|9142215A7|9142215A4|9142215A5|9142210A6|9142215A3|9142202A8|9142202A9|9142202A6|9142202A7|9142202A4|9142202A5|9142202A3|9142215A8|9142215A9|9142247A3|9142247A7|9142247A6|9142247A5|9142247A4|9142247A9|9142247A8,TRUE,32 Singles Short - Sleeve Twill ,22.49|0|1;18.74|2|12;14.99|13|-1;,0.98,Broder,6,Premium 100% combed cotton twill of 32 singles yarn; Dura-Pearl&#153; buttons; Flat-felled seams; Rolled button-down collar; Center back pleat; Short-sleeves; ,44.98,,,,Chestnut Hill,,,9142299A6,http://www.broderbros.com/images/bro/prodDetail/ch505_00_p.jpg,NEW
B08830082|B08830083|B08830084|B08830085|B08830086|B08830436|B08830088|B08830514|B08830518|B08830AA3|B08830007|B08830435|B08830268|B08830267|B08830434|B08830264|B08830265|B08830266|B08830087|B08830437|B08830262|B08830263|B08830AA2|B08830548|B08830515|B08830AA6|B08830AA7|B08830AA4|B08830AA5|B08830512|B08830543|B08830542|B08830545|B08830544|B08830547|B08830104|B08830103|B08830432|B08830866|B08830867|B08830864|B08830865|B08830862|B08830863|B08830108|B08830AA8|B08830868|B08830008|B08830433|B08830002|B08830003|B08830004|B08830005|B08830006|B08830438|B08830516|B08830517|B08830558|B08830102|B08830105|B08830513|B08830107|B08830106|B08830552|B08830553|B08830546|B08830556|B08830557|B08830554|B08830555,TRUE,4 oz. Cool Driﾮ T - Shirt ,8.12|0|1;6.76|2|12;5.41|13|-1;,0.31,Broder,2,100% polyester; Wicks moisture away from the body; Rapid dry interlock fabric; Suitable for screenprinting and sublimation; Tag-free neck label; Contemporary fit; ,16.24,,,,Hanes,,,B08830262,http://www.broderbros.com/images/bro/prodDetail/4820_26_p.jpg,NEW
B07338187|B07338186|B07338185|B07338184|B07338183|B07338188|B07338006|B07338007|B07338004|B07338005|B07338518|B07338527|B07338514|B07338515|B07338516|B07338517|B07338008|B07338513|B07338536|B07338537|B07338534|B07338535|B07338533|B07338538|B07338428|B07338525|B07338524|B07338423|B07338424|B07338425|B07338426|B07338427|B07338526|B07338666|B07338667|B07338664|B07338665|B07338663|B07338523|B07338548|B07338547|B07338546|B07338545|B07338544|B07338543|B07338528|B07338668|B07338003,TRUE,4 oz. Double Dryﾮ Performance Long - Sleeve T - Shirt ,14.63|0|1;12.19|2|12;9.55|13|-1;,0.53,Broder,6,"4.2 oz., 100% performance polyester jersey interlock; Double Dry&#174; finish wicks moisture away from the body ; Self-fabric collar and neck tape; Smooth tagless design won't rub your neck the wrong way; Reflective ""C"" logo on left sleeve; Champion&#174; script logo at center back neck; ",29.26,,,,Champion,,,B07338006,http://www.broderbros.com/images/bro/prodDetail/cw26_00_p.jpg,NEW
B05046004|B05046005|B05046006|B05046007|B05046000|B05046001|B05046002|B05046003|B05046058|B05046008|B05046009|B05046602|B05046603|B05046600|B05046601|B05046606|B05046607|B05046604|B05046605|B05046608|B05046609|B05046545|B05046544|B05046547|B05046546|B05046541|B05046540|B05046543|B05046542|B05046527|B05046526|B05046525|B05046524|B05046549|B05046548|B05046521|B05046520|B05046529|B05046528|B05046013|B05046012|B05046011|B05046010|B05046017|B05046016|B05046015|B05046014|B05046019|B05046018|B05046057|B05046056|B05046055|B05046054|B05046053|B05046052|B05046051|B05046050|B05046523|B05046059|B05046522,TRUE,4 oz. Polytech Colorblock Polo ,16.49|0|1;13.74|2|12;10.99|13|-1;,0.56,Broder,2,"100% polyester; Quick dry, anti-microbial, anti-static, anti-odor & UPF 50; Flat-knit collar, set-in sleeve, sideseamed & breathable; Open hem, double-needle topstitch on bottom hem & side vents; Clean-finished inside neck & self-fabric neck tape; Absorbs, wicks & evaporates more moisture than cotton; 3-button placket; contrast color blocking along shoulders; ",32.98,,,,Harriton,,,B05046002,http://www.broderbros.com/images/bro/prodDetail/m318_00_p.jpg,NEW
B05238988|B05238986|B05238987|B05238984|B05238985|B05238983|B05238518|B05238538|B05238537|B05238536|B05238513|B05238534|B05238515|B05238535|B05238517|B05238516|B05238533|B05238514|B05238068|B05238065|B05238064|B05238067|B05238066|B05238063|B05238007|B05238006|B05238005|B05238004|B05238003|B05238008|B05238523|B05238524|B05238525|B05238526|B05238527|B05238528,TRUE,4.1 oz. Double Dryﾮ Elevation T - Shirt ,16.91|0|1;14.09|2|12;11.27|13|-1;,0.55,Broder,6,"4.1 oz., 100% polyester Double Dry&#174; front; 5.4 oz., 100% polyester twill interlock back; 4.1 oz., 100% polyester mesh piecing; Double Dry&#174; anti-microbial finish fights bacteria & odor; Wicks away moisture & controls moisture build-up; Tagless, self-fabric collar, neck tape & raglan sleeves; Contrast color piecing & reflective ""C"" logo on left sleeve; ",33.82,,,,Champion,,,B05238066,http://www.broderbros.com/images/bro/prodDetail/t2052_06_p.jpg,NEW
8500481A4|8500481A5|8500481A6|8500481A7|8500477A5|8500477A4|8500400A5|8500400A4|8500400A7|8500400A6|8500499A7|8500477A7|8500499A5|8500499A4|8500499A6|8500477A6,TRUE,4.1 oz. Double Dryﾮ Muscle T - Shirt with Odor Resistance ,12.20|0|1;10.16|2|12;8.13|13|-1;,0.42,Broder,6,"100% polyester Double Dry&#174; flatback mesh; Double Dry&#174; anti-microbial finish fights bacteria and odor; Wicks away moisture and helps control moisture build-up; Open-hemmed waist, self-fabric collar and neck tape; Low contrast color flatlock stitching; Reflective ""C"" logo on back neck; Contrast stitched armholes and forward shoulders; ",24.4,XL,FFFFFF,WHITE,Champion,,,8500499A6,http://www.broderbros.com/images/bro/prodDetail/t2058_00_p.jpg,NEW
B02438526|B02438178|B02438176|B02438177|B02438174|B02438175|B02438173|B02438524|B02438528|B02438668|B02438666|B02438667|B02438664|B02438665|B02438663|B02438523|8500000A5|8500000A4|8500000A7|8500000A6|B02438983|B02438988|B02438188|8500081A4|8500081A5|8500081A6|8500081A7|8500077A7|8500077A6|8500077A5|8500077A4|B02438008|B02438003|8500099A7|8500099A6|8500099A5|B02438513|8500099A4|B02438518|B02438525|B02438423|B02438424|B02438425|B02438426|B02438427|B02438428|B02438183|B02438527,TRUE,4.1 oz. Double Dryﾮ T - Shirt with Odor Resistance ,14.81|0|1;12.34|2|12;9.87|13|-1;,0.48,Broder,6,"100% polyester Double Dry&#174; flatback mesh; Double Dry&#174; anti-microbial finish fights bacteria and odor; Wicks away moisture and helps control moisture build-up; Open-hemmed waist, self-fabric collar and neck tape; Low contrast color flatlock stitching; Reflective ""C"" logo on left sleeve; Contrast stitch raglan sleeves; ",29.62,,,,Champion,,,8500099A6,http://www.broderbros.com/images/bro/prodDetail/t2057_00_p.jpg,NEW
B02224CF2|B02224CF6|B02224GM4|B02224GK3|B02224GK2|B02224CF4|B02224CF5|B02224EW3|B02224EW2|B02224EW5|B02224EW4|B02224EW7|B02224EW6|B02224CF3|B02224CF7|B02224GL2|B02224GK7|B02224GL6|B02224GL7|B02224GL4|B02224GK6|B02224HI2|B02224HI3|B02224HI6|B02224HI7|B02224HI4|B02224HI5|B02224434|B02224435|B02224436|B02224437|B02224432|B02224433|B02224GK5|B02224CI3|B02224CI2|B02224CI5|B02224CI4|B02224CI7|B02224CI6|B02224CG3|B02224CG2|B02224CG7|B02224CG6|B02224CG5|B02224CG4|B02224GK4|B02224GM3|B02224GM2|B02224GM5|B02224GL5|B02224GM7|B02224GM6|B02224GL3|B02224HF3|B02224HF2|B02224HF7|B02224HF6|B02224HF5|B02224HF4,TRUE,4.2 oz. 3/4 - Sleeve Raglan Henley ,14.29|0|1;12.15|2|12;10.32|13|-1;,0.31,Broder,2,"4.2 oz., 50/38/12 poly/cotton/rayon (6.25% recycled poly, 6.25% organic cotton). Regular fit. Three-button self-placket. Bound neck with exposed coverstitching on raglan seams, collar and sleeves. Rounded bottom with merrow hem. Low impact yarn-dyed and fabric washed. Enzyme finished. Sideseamed.",28.58,,,,Alternative,,,B02224GM2,http://www.broderbros.com/images/bro/prodDetail/aa1989_gm_p.jpg,NEW
B04846049|B04846048|B04846045|B04846044|B04846047|B04846046|B04846429|B04846043|B04846003|B04846428|B04846005|B04846004|B04846007|B04846006|B04846009|B04846008|B04846669|B04846668|B04846665|B04846664|B04846667|B04846666|B04846663|B04846607|B04846606|B04846605|B04846604|B04846603|B04846423|B04846427|B04846426|B04846609|B04846608|B04846526|B04846527|B04846524|B04846543|B04846544|B04846425|B04846546|B04846547|B04846548|B04846549|B04846424|B04846599|B04846528|B04846529|B04846593|B04846525|B04846597|B04846596|B04846595|B04846594|B04846523|B04846598|B04846545,TRUE,4.2 oz. Athletic Sport Colorblock T - Shirt ,12.74|0|1;10.61|2|12;8.49|13|-1;,0.55,Broder,6,100% polyester; 40 UPF on White; 30 UPF on other colors; Wicks moisture and keeps the body dry; Sideseamed; comfortable fit; self-fabric collar; Contrast color blocking along shoulders; Double needle stitching on sleeve and bottom hem; Anti-microbial treatment prevents odors from perspiration; ,25.48,,,,Harriton,,,B04846006,http://www.broderbros.com/images/bro/prodDetail/m322_00_p.jpg,NEW
B04546526|B04546524|B04546009|B04546599|B04546529|B04546528|B04546668|B04546669|B04546666|B04546667|B04546664|B04546665|B04546663|B04546523|B04546547|B04546546|B04546545|B04546544|B04546543|B04546598|B04546549|B04546548|B04546043|B04546594|B04546008|B04546595|B04546006|B04546007|B04546004|B04546005|B04546003|B04546514|B04546515|B04546516|B04546517|B04546046|B04546047|B04546044|B04546513|B04546048|B04546049|B04546518|B04546519|B04546525|B04546045|B04546423|B04546424|B04546425|B04546426|B04546427|B04546428|B04546429|B04546596|B04546597|B04546527|B04546593,TRUE,4.2 oz. Athletic Sport Long - Sleeve T - Shirt ,11.99|0|1;9.99|2|12;7.99|13|-1;,0.58,Broder,6,100% polyester; 40 UPF on White; 30 UPF on other colors; Wicks moisture and keeps the body dry; Sideseamed; comfortable fit; Self-fabric collar; long-sleeves; Double needle stitching on sleeve and bottom hem; Anti-microbial treatment prevents odors from perspiration; ,23.98,,,,Harriton,,,B04546006,http://www.broderbros.com/images/bro/prodDetail/m320l_00_p.jpg,NEW
B02346529|B02346528|B02346593|B02346009|B02346003|B02346523|B02346525|B02346524|B02346527|B02346526|B02346005|B02346539|B02346004|B02346666|B02346515|B02346598|B02346599|B02346516|B02346665|B02346594|B02346595|B02346596|B02346597|B02346533|B02346006|B02346008|B02346663|B02346538|B02346513|B02346514|B02346667|B02346664|B02346517|B02346518|B02346519|B02346668|B02346669|B02346536|B02346537|B02346534|B02346535|B02346543|B02346007|B02346544|B02346549|B02346548|B02346428|B02346429|B02346424|B02346425|B02346426|B02346427|B02346547|B02346546|B02346545|B02346423,TRUE,4.2 oz. Athletic Sport T - Shirt ,8.99|0|1;7.49|2|12;5.99|13|-1;,0.55,Broder,6,100% polyester; 40 UPF on White; 30 UPF on other colors; Wicks moisture and keeps the body dry; Sideseamed; comfortable fit; Self-fabric collar; set-in sleeves; Double needle stitching on sleeve and bottom hem; Anti-microbial treatment prevents odors from perspiration; ,17.98,,,,Harriton,,,B02346006,http://www.broderbros.com/images/bro/prodDetail/m320_00_p.jpg,NEW
B08107548|B08107434|B08107543|B08107544|B08107545|B08107546|B08107547|B08107007|B08107166|B08107167|B08107164|B08107165|B08107163|B08107003|B08107433|B08107005|B08107004|B08107168|B08107006|B08107513|B08107435|B08107436|B08107437|B08107517|B08107516|B08107515|B08107514|B08107518|B08107438|B08107008|B08107953|B08107957|B08107956|B08107955|B08107954|B08107958,TRUE,4.5 oz SoftStyle V - Neck T - Shirt ,3.95|0|1;3.29|2|12;2.63|13|-1;,0.5,Broder,6,"100% preshrunk cotton; Deluxe 30-singles SoftStyle yarns; Double-needle stitched sleeves and bottom hem; Sport Grey is 90% cotton, 10% polyester; 7/8"" seamless double needle collar; Taped neck and shoulders and mitered v-neck; Euro-style fit in neck, shoulders and sleeves; ",7.9,,,,Gildan,,,B08107006,http://www.broderbros.com/images/bro/prodDetail/g64v_00_p.jpg,NEW
B07220703|B07220707|B07220706|B07220705|B07220704|B07220527|B07220526|B07220525|B07220524|B07220523|B07220755|B07220753|B07220736|B07220737|B07220734|B07220735|B07220754|B07220733|B07220756|B07220757|B07220513|B07220516|B07220517|B07220514|B07220515|B07220196|B07220197|B07220194|B07220195|B07220193,TRUE,4.5 oz. Garment - Dyed T - Shirt ,5.24|0|1;4.36|2|12;3.49|13|-1;,0.4,Broder,6,100% cotton preshrunk jersey; Ribbed collar; Back neck tape; Double-needle stitched bottom hem; Label free; ,10.48,,,,Fruit of the Loom,,,B07220756,http://www.broderbros.com/images/bro/prodDetail/da2727_75_p.jpg,NEW
B06607BC6|B06607787|B06607958|B06607786|B06607AZ3|B06607AZ5|B06607AZ4|B06607AZ7|B06607AZ6|B06607004|B06607AZ8|B06607954|B06607955|B06607956|B06607957|B06607BC8|B06607548|B06607547|B06607546|B06607545|B06607544|B06607543|B06607BC3|B06607785|B06607005|B06607513|B06607757|B06607788|B06607165|B06607164|B06607167|B06607166|B06607518|B06607003|B06607163|B06607514|B06607515|B06607516|B06607517|B06607006|B06607168|B06607008|B06607438|B06607756|B06607437|B06607754|B06607755|B06607753|B06607436|B06607953|B06607435|B06607758|B06607BC5|B06607434|B06607783|B06607BC4|B06607433|B06607007|B06607BC7|B06607784,TRUE,4.5 oz. SoftStyle Long - Sleeve T - Shirt ,7.61|0|1;6.34|2|12;5.07|13|-1;,0.5,Broder,6,"100% preshrunk cotton; Fashion fit; Seamless double-needle stitched collar; Taped neck and shoulders; Double-needle stitched sleeves and bottom hem; 7/8"" collar and hemmed sleeve cuffs; Sport Grey Ring Spun is 90% cotton, 10% polyester; ",15.22,,,,Gildan,,,B06607006,http://www.broderbros.com/images/bro/prodDetail/g644_00_p.jpg,NEW
0602681A3|0602681A5|0602681A4|0602681A7|0602681A6|B03307548|B03307BA5|B03307BA4|B03307338|B03307BA6|B03307448|B03307BA3|0602641A5|B03307333|0602641A7|B03307AZ4|B03307336|B03307337|B03307334|B03307335|0602615A3|0602615A6|0602615A7|0602615A4|0602615A5|B03307527|B03307526|B03307525|B03307524|B03307523|0602630A5|0602630A4|0602630A7|0602630A6|B03307938|0602630A3|B03307934|B03307935|B03307936|B03307937|B03307933|0602606A6|0602606A7|0602606A4|0602606A5|0602606A3|0602602A6|0602602A7|0602641A6|0602602A3|B03307533|B03307534|B03307535|B03307536|B03307537|B03307538|0602602A5|B03307BA7|B03307783|B03307835|B03307BC8|B03307787|B03307786|B03307785|B03307784|B03307BC3|B03307BC7|B03307837|B03307BC5|B03307BC4|B03307AR3|B03307836|B03307AR7|B03307AR6|B03307AR5|B03307AR4|B03307AR8|0602602A4|0602658A7|0602658A6|0602658A5|0602658A4|0602658A3|B03307AZ3|B03307AZ7|B03307AZ6|B03307AZ5|B03307BA8|0602641A3|0602644A4|0602644A5|0602644A6|0602644A7|B03307BB8|0602644A3|B03307BB4|B03307BB5|B03307BB6|B03307BB7|B03307BB3|B03307365|B03307364|B03307367|B03307366|B03307718|B03307363|B03307714|B03307715|B03307716|B03307717|B03307368|B03307713|0602648A3|0602648A4|0602648A5|0602648A6|0602648A7|B03307834|B03307528|B03307765|B03307008|B03307764|B03307767|0602668A3|B03307766|0602668A6|0602668A7|0602668A4|0602668A5|B03307768|0602659A6|0602659A7|0602659A4|0602659A5|0602643A3|B03307763|0602643A7|0602643A6|0602643A5|0602643A4|0602680A4|0602680A5|0602680A6|0602680A7|B03307BC6|0602600A4|0602600A5|0602600A6|0602600A7|0602600A3|0602680A3|0602699A6|0602699A7|0602699A4|0602699A5|0602699A3|0602670A3|0602670A5|0602670A4|0602670A7|0602670A6|B03307664|B03307665|B03307666|B03307667|B03307358|B03307663|B03307354|B03307355|B03307356|B03307357|B03307668|B03307958|0602641A4|B03307353|0602669A7|0602669A6|0602669A5|0602669A4|0602669A3|B03307AV7|B03307AV6|B03307AV5|B03307AV4|B03307AV3|B03307AV8|0602628A6|0602628A7|0602628A4|0602628A5|0602628A3|B03307833|B03307AZ8|B03307518|0602659A3,TRUE,4.5 oz. SoftStyle T - Shirt ,4.40|0|1;3.66|2|12;2.93|13|-1;,0.4,Broder,6,"100% preshrunk cotton; Seamless double-needle stitched, 3/4"" rib knit collar; Fashion fit with taped neck & shoulders; Double-needle stitched sleeves & bottom hem; Sport Grey: 90/10 cotton/poly; Heather Irish Green, Heather Maroon: 65/35 poly/cotton; Dark Heather, Heather Navy, Heather Royal: 65/35 poly/cotton; ",8.8,,,,Gildan,,,0602670A6,http://www.broderbros.com/images/bro/prodDetail/g640_05_p.jpg,NEW
B06230088|B09230488|B09230487|B09230486|B09230485|B09230484|B09230483|B06230085|B06230086|B06230087|0701175A5|0701175A4|0701175A7|0701175A6|B06230563|0701175A3|0701144A3|0701144A5|0701144A4|0701144A7|0701144A6|B06230008|B06230578|B09230088|B09230083|B06230084|B09230087|B09230086|B09230085|B09230084|B06230598|B06230116|B06230478|B06230567|B06230083|B06230566|B06230568|B06230565|0701119A7|0701119A6|0701119A5|0701119A4|0701119A3|B06230913|B06230916|B06230508|B06230914|B06230915|B06230505|B06230504|B06230507|B06230506|B06230503|B06230183|B06230185|B06230184|B06230187|B06230186|0701114A6|0701114A7|0701114A4|0701114A5|0701114A3|B06230108|B06230AB8|B06230588|B06230068|B09230003|B09230007|B09230006|B09230005|B09230004|B09230008|B06230518|B06230457|B06230456|B06230455|B06230454|B06230453|B06230603|B06230053|B06230057|B06230056|B06230608|B06230458|B06230596|B06230298|0701100A3|B06230595|0701100A5|0701100A4|0701100A7|0701100A6|B06230594|B06230293|B06230295|B06230294|B06230297|B06230296|B09230543|B06230605|B09230546|B09230547|B09230544|B09230545|B09230548|B06230607|0701150A3|B09230605|B09230604|B09230607|B09230606|B06230636|B09230603|B06230633|0701193A5|B06230637|B09230608|B06230635|B06230634|B06230117|B06230058|B06230917|B06230128|B06230127|B06230126|B06230125|B06230124|B06230123|B06230114|B06230055|B06230AB6|B06230AB3|B06230054|B06230918|B09230118|B06230AB4|B06230597|0701199A7|0701199A6|B09230113|0701199A4|B09230115|B09230114|B09230117|B06230788|0701102A6|B06230593|0701160A5|0701199A3|B06230938|B06230113|0701193A3|B06230544|B06230383|B09230108|B06230387|B06230386|B06230385|B06230384|B06230AB7|B09230103|B06230AB5|B06230388|B09230106|B09230107|B09230104|B09230105|B06230543|B06230545|0701193A7|B06230547|B06230546|B06230548|0701193A6|B09230454|B09230455|B09230456|B09230457|B09230518|B09230453|B09230515|B09230514|B09230517|B09230516|B09230458|B09230513|0701150A6|B06230564|B06230188|0701199A5|B06230258|B06230118|B06230115|B06230606|0701106A3|0701150A7|0701150A4|0701150A5|0701106A7|0701106A6|0701106A5|0701106A4|B06230638|B06230558|B09230116|0701160A3|0701160A7|0701160A6|B09230508|0701160A4|B09230506|B09230507|B09230504|B09230505|B09230503|B06230604|B09230423|0701193A4|B09230425|B09230424|B09230427|B09230426|0701102A7|B09230428|0701102A5|0701102A4|0701102A3,TRUE,"4.5 oz., 100% Ringspun Cotton nano - Tﾮ T - Shirt ",4.88|0|1;4.07|2|12;3.25|13|-1;,0.44,Broder,6,100% 30's preshrunk combed ringspun cotton; Tag-free neck label; Taped shoulder-to-shoulder; Double needle hemmed sleeves and bottom; Contemporary fit; Set-in narrow ribbed collar with double needle coverseaming; Ash 99/1 cotton/poly; Light Steel is 90/10 cotton/poly; ,9.76,,,,Hanes,,,B06230056,http://www.broderbros.com/images/bro/prodDetail/4980_05_p.jpg,NEW
